index,source_id,qid,relation
,final_questions_newdata_success_merged::TR_Gasventing+7+Journal_of_Energy_Storage__TR_Gasventing+8+Journal_of_Energy_Storage__TR_Gasventing+9+Journal_of_Energy_Storage,Q3,solver_only_correct
,final_questions_newdata_success_merged::TR_Modelling+13+Applied_Energy__TR_Modelling+14+Journal_of_Energy_Storage__TR_Modelling+15+2024_6th_International_Conference_on_Electrical_Engineering_and_Control_Technolo,Q1,solver_only_correct
,final_questions_newdata_success_merged::TR_Modelling+13+Applied_Energy__TR_Modelling+14+Journal_of_Energy_Storage__TR_Modelling+15+2024_6th_International_Conference_on_Electrical_Engineering_and_Control_Technolo,Q3,both_wrong
,final_questions_newdata_success_merged::TR_Modelling+22+Energy_Reports__TR_Modelling+23+Energy_Storage_Materials__TR_Modelling+24+Applied_Energy,Q1,both_wrong
,final_questions_newdata_success_merged::TR_Protection+119+Journal_of_Energy_Storage__TR_Protection+120+Journal_of_Energy_Storage__TR_Protection+121+Journal_of_Energy_Storage,Q2,both_correct
,final_questions_newdata_success_merged::TR_Protection+131+Journal_of_Energy_Storage__TR_Protection+132+Journal_of_Energy_Storage__TR_Protection+133+Journal_of_Energy_Storage,Q2,both_wrong
,final_questions_newdata_success_merged::TR_Protection+134+Journal_of_Energy_Storage__TR_Protection+204+Case_Studies_in_Thermal_Engineering__TR_Protection+205+Journal_of_Energy_Storage,Q1,both_correct
,final_questions_newdata_success_merged::TR_Protection+134+Journal_of_Energy_Storage__TR_Protection+204+Case_Studies_in_Thermal_Engineering__TR_Protection+205+Journal_of_Energy_Storage,Q3,both_correct
,final_questions_random3_merged::TR_Dynamics+1+UnknownJournal__TR_Dynamics+10+Batteries__TR_Dynamics+11+UnknownJournal,Q2,both_wrong
,final_questions_random3_merged::TR_Dynamics+1+UnknownJournal__TR_Dynamics+10+Batteries__TR_Dynamics+11+UnknownJournal,Q3,rag_only_correct
,final_questions_random3_merged::TR_Dynamics+15+Batteries__TR_Dynamics+16+Batteries__TR_Dynamics+17+Batteries,Q1,solver_only_correct
,final_questions_random3_merged::TR_Dynamics+15+Batteries__TR_Dynamics+16+Batteries__TR_Dynamics+17+Batteries,Q3,rag_only_correct
,final_questions_random3_merged::TR_Dynamics+20+Batteries__TR_Dynamics+21+Batteries__TR_Dynamics+22+Batteries,Q1,rag_only_correct
,final_questions_random3_merged::TR_Dynamics+23+Batteries__TR_Dynamics+24+Nano_Energy__TR_Dynamics+25+Journal_of_The_Electrochemical_Society,Q2,both_correct
,final_questions_random3_merged::TR_Dynamics+26+UnknownJournal__TR_Dynamics+27+RSC_Advances__TR_Dynamics+3+UnknownJournal,Q3,both_correct
,final_questions_random3_merged::TR_Dynamics+7+ACS_Applied_Materials_andamp;_Interfaces__TR_Dynamics+8+Advanced_Science__TR_Dynamics+9+IEEE_Access,Q3,both_correct
,final_questions_random3_merged::TR_Mechanism+1+UnknownJournal__TR_Mechanism+10+Applied_Energy__TR_Mechanism+11+UnknownJournal,Q1,both_correct
,final_questions_random3_merged::TR_Mechanism+1+UnknownJournal__TR_Mechanism+10+Applied_Energy__TR_Mechanism+11+UnknownJournal,Q2,both_wrong
,final_questions_random3_merged::TR_Mechanism+1+UnknownJournal__TR_Mechanism+10+Applied_Energy__TR_Mechanism+11+UnknownJournal,Q3,both_correct
,final_questions_random3_merged::TR_Mechanism+12+UnknownJournal__TR_Mechanism+13+UnknownJournal__TR_Mechanism+14+Journal_of_Power_Sources,Q1,rag_only_correct
,final_questions_random3_merged::TR_Mechanism+12+UnknownJournal__TR_Mechanism+13+UnknownJournal__TR_Mechanism+14+Journal_of_Power_Sources,Q2,both_wrong
,final_questions_random3_merged::TR_Mechanism+26+UnknownJournal__TR_Mechanism+27+Energy__TR_Mechanism+3+UnknownJournal,Q2,both_correct
,final_questions_random3_merged::TR_Mechanism+26+UnknownJournal__TR_Mechanism+27+Energy__TR_Mechanism+3+UnknownJournal,Q3,both_correct
,final_questions_random3_merged::TR_Mechanism+7+UnknownJournal__TR_Mechanism+8+UnknownJournal__TR_Mechanism+9+Advanced_Energy_and_Sustainability_Research,Q1,both_correct
,final_questions_random3_merged::TR_Mechanism+7+UnknownJournal__TR_Mechanism+8+UnknownJournal__TR_Mechanism+9+Advanced_Energy_and_Sustainability_Research,Q2,both_correct
,final_questions_random3_merged::TR_Mechanism+7+UnknownJournal__TR_Mechanism+8+UnknownJournal__TR_Mechanism+9+Advanced_Energy_and_Sustainability_Research,Q3,both_wrong
,final_questions_random3_merged::TR_Modelling+1+UnknownJournal__TR_Modelling+2+Applied_Energy__TR_Modelling+3+Journal_of_Energy_Storage,Q2,solver_only_correct
,final_questions_random3_merged::TR_Modelling+1+UnknownJournal__TR_Modelling+2+Applied_Energy__TR_Modelling+3+Journal_of_Energy_Storage,Q3,both_wrong
,final_questions_random3_merged::TR_Propagation+1+Applied_Energy__TR_Propagation+2+Applied_Energy__TR_Propagation+3+Applied_Energy,Q2,rag_only_correct
,final_questions_random3_merged::TR_Protection+116+Case_Studies_in_Thermal_Engineering__TR_Protection+117+Case_Studies_in_Thermal_Engineering__TR_Protection+204+Case_Studies_in_Thermal_Engineering,Q3,both_wrong
,final_questions_random3_merged::TR_trigger+1+Applied_Thermal_Engineering__TR_trigger+10+Renewable_and_Sustainable_Energy_Reviews__TR_trigger+11+Fire_Safety_Journal,Q1,both_correct
,final_questions_random3_merged::TR_trigger+1+Applied_Thermal_Engineering__TR_trigger+10+Renewable_and_Sustainable_Energy_Reviews__TR_trigger+11+Fire_Safety_Journal,Q3,both_correct
,final_questions_random3_merged::TR_trigger+12+Energy__TR_trigger+13+Journal_of_Power_Sources__TR_trigger+14+Applied_Thermal_Engineering,Q3,both_wrong
,final_questions_random3_merged::TR_trigger+15+Energy__TR_trigger+16+Journal_of_Power_Sources__TR_trigger+17+Energy_Conversion_and_Management,Q1,both_correct
,final_questions_random3_merged::TR_trigger+15+Energy__TR_trigger+16+Journal_of_Power_Sources__TR_trigger+17+Energy_Conversion_and_Management,Q2,both_wrong
,final_questions_random3_merged::TR_trigger+26+Applied_Thermal_Engineering__TR_trigger+27+Journal_of_Energy_Storage__TR_trigger+3+International_Journal_of_Heat_and_Mass_Transfer,Q1,both_correct
,final_questions_random3_merged::TR_trigger+26+Applied_Thermal_Engineering__TR_trigger+27+Journal_of_Energy_Storage__TR_trigger+3+International_Journal_of_Heat_and_Mass_Transfer,Q2,both_wrong
,final_questions_random3_merged::TR_trigger+26+Applied_Thermal_Engineering__TR_trigger+27+Journal_of_Energy_Storage__TR_trigger+3+International_Journal_of_Heat_and_Mass_Transfer,Q3,both_correct
,final_questions_random3_merged::TR_trigger+7+Journal_of_Loss_Prevention_in_the_Process_Industries__TR_trigger+8+ACS_Applied_Materials_andamp;_Interfaces__TR_trigger+9+Applied_Thermal_Engineering,Q1,both_correct
,final_questions_random3_merged::工程防护策略1-001__工程防护策略1-002__工程防护策略1-003,Q3,both_wrong
,final_questions_random3_merged::建模预测71__建模预测94__建模预测95,Q2,both_wrong
,final_questions_random3_merged::机械滥用2__机械滥用3__机械滥用4,Q2,both_correct
,final_questions_random3_merged::机械滥用2__机械滥用3__机械滥用4,Q3,both_wrong
,final_questions_random3_merged::热失控传播行为1__热失控传播行为2__热失控传播行为3,Q2,both_correct
,final_questions_random3_merged::热失控传播行为1__热失控传播行为2__热失控传播行为3,Q3,rag_only_correct
,final_questions_random3_merged::热失控动力学1__热失控动力学2__热失控动力学3,Q1,both_correct
,final_questions_random3_merged::热失控动力学1__热失控动力学2__热失控动力学3,Q3,both_correct
